id	Disease	Sample_Type	Protocol	Platform
TCGA-22-5483-01A-01T-1819-13	LUSC	1	MultiMACs	HiSeq
TCGA-22-5483-11A-11H-2124-13	LUSC	11	MultiMACs	HiSeq
TCGA-22-5485-01A-01T-1634-13	LUSC	1	MultiMACs	HiSeq
TCGA-22-5489-01A-01T-1634-13	LUSC	1	MultiMACs	HiSeq
TCGA-22-5491-01A-01T-1634-13	LUSC	1	MultiMACs	HiSeq
TCGA-22-5492-01A-01T-1634-13	LUSC	1	MultiMACs	HiSeq
TCGA-22-A5C4-01A-12H-A27R-13	LUSC	1	MultiMACs	HiSeq
TCGA-33-4532-01A-01T-1517-13	LUSC	1	MultiMACs	GA
TCGA-33-4533-01A-01T-1517-13	LUSC	1	MultiMACs	GA
TCGA-33-4538-01A-01T-1517-13	LUSC	1	MultiMACs	GA
TCGA-33-4547-01A-01T-1517-13	LUSC	1	MultiMACs	GA
TCGA-33-4566-01A-01T-1442-13	LUSC	1	MultiMACs	GA
TCGA-33-4582-01A-01T-1442-13	LUSC	1	MultiMACs	GA
TCGA-33-4583-01A-01T-1442-13	LUSC	1	MultiMACs	GA
TCGA-33-4586-01A-01T-1442-13	LUSC	1	MultiMACs	GA
TCGA-33-4587-01A-11H-2124-13	LUSC	1	MultiMACs	HiSeq
TCGA-33-4587-11A-01H-2124-13	LUSC	11	MultiMACs	HiSeq
TCGA-33-4589-01A-01T-1442-13	LUSC	1	MultiMACs	GA
TCGA-33-6738-01A-11H-1948-13	LUSC	1	MultiMACs	HiSeq
TCGA-33-A4WN-01A-11H-A263-13	LUSC	1	MultiMACs	HiSeq
TCGA-33-A5GW-01A-11H-A27R-13	LUSC	1	MultiMACs	HiSeq
TCGA-33-AAS8-01A-11H-A404-13	LUSC	1	MultiMACs	HiSeq
TCGA-33-AASB-01A-11H-A404-13	LUSC	1	MultiMACs	HiSeq
TCGA-33-AASD-01A-11H-A404-13	LUSC	1	MultiMACs	HiSeq
TCGA-33-AASI-01A-22H-A404-13	LUSC	1	MultiMACs	HiSeq
TCGA-33-AASJ-01A-11H-A404-13	LUSC	1	MultiMACs	HiSeq
TCGA-33-AASL-01A-11H-A404-13	LUSC	1	MultiMACs	HiSeq
TCGA-34-2596-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-34-2600-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-34-2604-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-34-2605-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-34-2608-01A-02T-1557-13	LUSC	1	MultiMACs	GA
TCGA-34-2609-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-34-5231-01A-21H-1819-13	LUSC	1	MultiMACs	HiSeq
TCGA-34-5232-01A-21H-1819-13	LUSC	1	MultiMACs	HiSeq
TCGA-34-5234-01A-01T-1634-13	LUSC	1	MultiMACs	HiSeq
TCGA-34-5236-01A-21H-1819-13	LUSC	1	MultiMACs	HiSeq
TCGA-34-5239-01A-21H-1819-13	LUSC	1	MultiMACs	HiSeq
TCGA-34-5240-01A-01T-1442-13	LUSC	1	MultiMACs	GA
TCGA-34-5241-01A-01T-1442-13	LUSC	1	MultiMACs	GA
TCGA-34-5927-01A-11H-1819-13	LUSC	1	MultiMACs	HiSeq
TCGA-34-5928-01A-11H-1819-13	LUSC	1	MultiMACs	HiSeq
TCGA-34-5929-01A-11H-1819-13	LUSC	1	MultiMACs	HiSeq
TCGA-34-7107-01A-11H-1948-13	LUSC	1	MultiMACs	HiSeq
TCGA-34-7107-11A-01H-2124-13	LUSC	11	MultiMACs	HiSeq
TCGA-34-8454-01A-11H-2325-13	LUSC	1	MultiMACs	HiSeq
TCGA-34-8454-11A-01H-2325-13	LUSC	11	MultiMACs	HiSeq
TCGA-34-8455-01A-11H-2325-13	LUSC	1	MultiMACs	HiSeq
TCGA-34-8456-01A-21H-2325-13	LUSC	1	MultiMACs	HiSeq
TCGA-34-8456-11A-01H-2325-13	LUSC	11	MultiMACs	HiSeq
TCGA-34-A5IX-01A-12H-A27R-13	LUSC	1	MultiMACs	HiSeq
TCGA-37-3783-01A-01T-1517-13	LUSC	1	MultiMACs	HiSeq
TCGA-37-3789-01A-01T-0981-13	LUSC	1	MultiMACs	GA
TCGA-37-3792-01A-01T-0981-13	LUSC	1	MultiMACs	GA
TCGA-37-4130-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-37-4133-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-37-4135-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-37-4141-01A-02T-1557-13	LUSC	1	MultiMACs	GA
TCGA-37-5819-01A-01T-1634-13	LUSC	1	MultiMACs	HiSeq
TCGA-37-A5EL-01A-11H-A26V-13	LUSC	1	MultiMACs	HiSeq
TCGA-37-A5EM-01A-21H-A27R-13	LUSC	1	MultiMACs	HiSeq
TCGA-37-A5EN-01A-21H-A26V-13	LUSC	1	MultiMACs	HiSeq
TCGA-39-5011-01A-01T-1442-13	LUSC	1	MultiMACs	GA
TCGA-39-5019-01A-01T-1819-13	LUSC	1	MultiMACs	HiSeq
TCGA-39-5021-01A-01T-1442-13	LUSC	1	MultiMACs	GA
TCGA-39-5022-01A-21H-1819-13	LUSC	1	MultiMACs	HiSeq
TCGA-39-5024-01A-21H-1819-13	LUSC	1	MultiMACs	HiSeq
TCGA-39-5027-01A-21H-1819-13	LUSC	1	MultiMACs	HiSeq
TCGA-39-5028-01A-01T-1442-13	LUSC	1	MultiMACs	GA
TCGA-39-5029-01A-01T-1442-13	LUSC	1	MultiMACs	GA
TCGA-39-5030-01A-01T-1442-13	LUSC	1	MultiMACs	GA
TCGA-39-5031-01A-01T-1442-13	LUSC	1	MultiMACs	GA
TCGA-39-5034-01A-01T-1442-13	LUSC	1	MultiMACs	GA
TCGA-39-5035-01A-01T-1442-13	LUSC	1	MultiMACs	GA
TCGA-39-5036-01A-01T-1442-13	LUSC	1	MultiMACs	GA
TCGA-39-5037-01A-01T-1442-13	LUSC	1	MultiMACs	GA
TCGA-39-5039-01A-01T-1442-13	LUSC	1	MultiMACs	GA
TCGA-39-5040-01A-21H-2124-13	LUSC	1	MultiMACs	HiSeq
TCGA-39-5040-11A-01H-2124-13	LUSC	11	MultiMACs	HiSeq
TCGA-43-2576-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-43-2578-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-43-2581-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-43-3394-01A-01T-0981-13	LUSC	1	MultiMACs	GA
TCGA-43-3920-01A-01T-0981-13	LUSC	1	MultiMACs	GA
TCGA-43-5668-01A-01T-1634-13	LUSC	1	MultiMACs	HiSeq
TCGA-43-5670-01A-21H-2124-13	LUSC	1	MultiMACs	HiSeq
TCGA-43-5670-11A-01H-2124-13	LUSC	11	MultiMACs	HiSeq
TCGA-43-6143-01A-11H-1819-13	LUSC	1	MultiMACs	HiSeq
TCGA-43-6143-11A-01H-2124-13	LUSC	11	MultiMACs	HiSeq
TCGA-43-6647-01A-11H-1819-13	LUSC	1	MultiMACs	HiSeq
TCGA-43-6770-01A-11H-1819-13	LUSC	1	MultiMACs	HiSeq
TCGA-43-6771-01A-11H-1819-13	LUSC	1	MultiMACs	HiSeq
TCGA-43-6771-11A-01H-2124-13	LUSC	11	MultiMACs	HiSeq
TCGA-43-6773-01A-41H-1948-13	LUSC	1	MultiMACs	HiSeq
TCGA-43-6773-11A-01H-2124-13	LUSC	11	MultiMACs	HiSeq
TCGA-43-7656-01A-11H-2124-13	LUSC	1	MultiMACs	HiSeq
TCGA-43-7657-01A-31H-2124-13	LUSC	1	MultiMACs	HiSeq
TCGA-43-7657-11A-01H-2124-13	LUSC	11	MultiMACs	HiSeq
TCGA-43-7658-01A-11H-2124-13	LUSC	1	MultiMACs	HiSeq
TCGA-43-7658-11A-01H-2124-13	LUSC	11	MultiMACs	HiSeq
TCGA-43-8115-01A-11H-2246-13	LUSC	1	MultiMACs	HiSeq
TCGA-43-8116-01A-11H-2246-13	LUSC	1	MultiMACs	HiSeq
TCGA-43-8118-01A-11H-2402-13	LUSC	1	MultiMACs	HiSeq
TCGA-43-A474-01A-11H-A24G-13	LUSC	1	MultiMACs	HiSeq
TCGA-43-A475-01A-11H-A24G-13	LUSC	1	MultiMACs	HiSeq
TCGA-43-A56U-01A-11H-A26V-13	LUSC	1	MultiMACs	HiSeq
TCGA-43-A56V-01A-11H-A26V-13	LUSC	1	MultiMACs	HiSeq
TCGA-46-3765-01A-01T-0981-13	LUSC	1	MultiMACs	GA
TCGA-46-3766-01A-01T-0981-13	LUSC	1	MultiMACs	GA
TCGA-46-3767-01A-01T-0981-13	LUSC	1	MultiMACs	GA
TCGA-46-3768-01A-01T-0981-13	LUSC	1	MultiMACs	GA
TCGA-46-3769-01A-01T-0981-13	LUSC	1	MultiMACs	GA
TCGA-46-6025-01A-11H-1819-13	LUSC	1	MultiMACs	HiSeq
TCGA-46-6026-01A-11H-1819-13	LUSC	1	MultiMACs	HiSeq
TCGA-51-4079-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-51-4080-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-51-4081-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-51-6867-01A-11H-2044-13	LUSC	1	MultiMACs	HiSeq
TCGA-52-7622-01A-11H-2124-13	LUSC	1	MultiMACs	HiSeq
TCGA-52-7809-01A-21H-2124-13	LUSC	1	MultiMACs	HiSeq
TCGA-52-7810-01A-11H-2124-13	LUSC	1	MultiMACs	HiSeq
TCGA-52-7811-01A-11H-2124-13	LUSC	1	MultiMACs	HiSeq
TCGA-52-7812-01A-11H-2124-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-1622-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-56-5897-01A-11H-1634-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-5898-01A-11H-1634-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-6545-01A-11H-1819-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-6546-01A-11H-1819-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-7221-01A-11H-2044-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-7222-01A-11H-2044-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-7222-11A-01H-2044-13	LUSC	11	MultiMACs	HiSeq
TCGA-56-7223-01A-11H-2044-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-7579-01A-11H-2044-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-7579-11A-01H-2044-13	LUSC	11	MultiMACs	HiSeq
TCGA-56-7580-01A-11H-2044-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-7580-11A-01H-2044-13	LUSC	11	MultiMACs	HiSeq
TCGA-56-7582-01A-11H-2044-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-7582-11A-01H-2044-13	LUSC	11	MultiMACs	HiSeq
TCGA-56-7730-01A-11H-2124-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-7730-11A-01H-2124-13	LUSC	11	MultiMACs	HiSeq
TCGA-56-7731-01A-11H-2124-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-7731-11A-01H-2124-13	LUSC	11	MultiMACs	HiSeq
TCGA-56-7822-01A-11H-2124-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-7823-01B-11H-2246-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-7823-11A-01H-2246-13	LUSC	11	MultiMACs	HiSeq
TCGA-56-8082-01A-11H-2246-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-8082-11A-01H-2246-13	LUSC	11	MultiMACs	HiSeq
TCGA-56-8083-01A-11H-2246-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-8083-11A-01H-2246-13	LUSC	11	MultiMACs	HiSeq
TCGA-56-8201-01A-11H-2246-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-8201-11A-01H-2246-13	LUSC	11	MultiMACs	HiSeq
TCGA-56-8304-01A-11H-2325-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-8305-01A-11H-2295-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-8307-01A-11H-2295-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-8308-01A-11H-2295-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-8309-01A-11H-2295-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-8309-11A-01H-2295-13	LUSC	11	MultiMACs	HiSeq
TCGA-56-8503-01A-11H-2402-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-8504-01A-11H-2402-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-8504-11A-01H-2402-13	LUSC	11	MultiMACs	HiSeq
TCGA-56-8622-01A-11H-2402-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-8623-01A-11H-2402-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-8623-11A-01H-2402-13	LUSC	11	MultiMACs	HiSeq
TCGA-56-8624-01A-11H-2402-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-8624-11A-01H-2402-13	LUSC	11	MultiMACs	HiSeq
TCGA-56-8625-01A-11H-2402-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-8626-01A-11H-2402-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-8628-01A-11H-2402-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-8629-01A-11H-2402-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-8629-11A-01H-2402-13	LUSC	11	MultiMACs	HiSeq
TCGA-56-A49D-01A-11H-A24G-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-A4BW-01A-11H-A24G-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-A4BX-01A-11H-A24G-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-A4BY-01A-11H-A24G-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-A4ZJ-01A-11H-A263-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-A4ZK-01A-11H-A263-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-A5DR-01A-11H-A27R-13	LUSC	1	MultiMACs	HiSeq
TCGA-56-A62T-01A-11H-A404-13	LUSC	1	MultiMACs	HiSeq
TCGA-58-8386-01A-11H-2295-13	LUSC	1	MultiMACs	HiSeq
TCGA-58-8386-11A-01H-2295-13	LUSC	11	MultiMACs	HiSeq
TCGA-58-8387-01A-11H-2295-13	LUSC	1	MultiMACs	HiSeq
TCGA-58-8388-01A-11H-2325-13	LUSC	1	MultiMACs	HiSeq
TCGA-58-8390-01A-11H-2325-13	LUSC	1	MultiMACs	HiSeq
TCGA-58-8391-01A-11H-2325-13	LUSC	1	MultiMACs	HiSeq
TCGA-58-8392-01A-11H-2325-13	LUSC	1	MultiMACs	HiSeq
TCGA-58-8393-01A-11H-2325-13	LUSC	1	MultiMACs	HiSeq
TCGA-58-8393-11A-01H-2325-13	LUSC	11	MultiMACs	HiSeq
TCGA-58-A46J-01A-11H-A24G-13	LUSC	1	MultiMACs	HiSeq
TCGA-58-A46K-01A-11H-A24G-13	LUSC	1	MultiMACs	HiSeq
TCGA-58-A46L-01A-11H-A24G-13	LUSC	1	MultiMACs	HiSeq
TCGA-58-A46M-01A-11H-A24G-13	LUSC	1	MultiMACs	HiSeq
TCGA-58-A46N-01A-11H-A24G-13	LUSC	1	MultiMACs	HiSeq
TCGA-60-2695-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-60-2697-01A-11H-2124-13	LUSC	1	MultiMACs	HiSeq
TCGA-60-2698-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-60-2703-01A-11H-2044-13	LUSC	1	MultiMACs	HiSeq
TCGA-60-2704-01A-11H-2044-13	LUSC	1	MultiMACs	HiSeq
TCGA-60-2706-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-60-2708-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-60-2709-01A-21H-1819-13	LUSC	1	MultiMACs	HiSeq
TCGA-60-2710-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-60-2711-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-60-2713-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-60-2714-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-60-2716-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-60-2719-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-60-2720-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-60-2721-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-60-2722-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-60-2723-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-60-2724-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-60-2725-01A-01T-1517-13	LUSC	1	MultiMACs	GA
TCGA-63-5128-01A-01T-1442-13	LUSC	1	MultiMACs	GA
TCGA-63-5131-01A-01T-1442-13	LUSC	1	MultiMACs	GA
TCGA-63-6202-01A-11H-1819-13	LUSC	1	MultiMACs	HiSeq
TCGA-63-7020-01A-11H-1948-13	LUSC	1	MultiMACs	HiSeq
TCGA-63-7021-01A-11H-1948-13	LUSC	1	MultiMACs	HiSeq
TCGA-63-7022-01A-11H-1948-13	LUSC	1	MultiMACs	HiSeq
TCGA-63-A5M9-01A-11H-A26V-13	LUSC	1	MultiMACs	HiSeq
TCGA-63-A5MB-01A-11H-A26V-13	LUSC	1	MultiMACs	HiSeq
TCGA-63-A5MG-01A-12H-A27R-13	LUSC	1	MultiMACs	HiSeq
TCGA-63-A5MH-01A-12H-A27R-13	LUSC	1	MultiMACs	HiSeq
TCGA-63-A5MI-01A-12H-A27R-13	LUSC	1	MultiMACs	HiSeq
TCGA-63-A5MJ-01A-11H-A27R-13	LUSC	1	MultiMACs	HiSeq
TCGA-63-A5ML-01A-31H-A27R-13	LUSC	1	MultiMACs	HiSeq
TCGA-63-A5MM-01A-11H-A26V-13	LUSC	1	MultiMACs	HiSeq
TCGA-63-A5MN-01A-22H-A27R-13	LUSC	1	MultiMACs	HiSeq
TCGA-63-A5MP-01A-11H-A26V-13	LUSC	1	MultiMACs	HiSeq
TCGA-63-A5MR-01A-31H-A27R-13	LUSC	1	MultiMACs	HiSeq
TCGA-63-A5MS-01A-11H-A26V-13	LUSC	1	MultiMACs	HiSeq
TCGA-63-A5MT-01A-21H-A26V-13	LUSC	1	MultiMACs	HiSeq
TCGA-63-A5MU-01A-11H-A26V-13	LUSC	1	MultiMACs	HiSeq
TCGA-63-A5MV-01A-21H-A26V-13	LUSC	1	MultiMACs	HiSeq
TCGA-63-A5MW-01A-11H-A26V-13	LUSC	1	MultiMACs	HiSeq
TCGA-63-A5MY-01A-11H-A26V-13	LUSC	1	MultiMACs	HiSeq
TCGA-66-2727-01A-01T-0981-13	LUSC	1	MultiMACs	GA
TCGA-66-2734-01A-01T-0981-13	LUSC	1	MultiMACs	GA
TCGA-66-2737-01A-01T-0981-13	LUSC	1	MultiMACs	GA
TCGA-66-2742-01A-01T-0981-13	LUSC	1	MultiMACs	GA
TCGA-66-2744-01A-01T-0981-13	LUSC	1	MultiMACs	GA
TCGA-66-2753-01A-01T-0981-13	LUSC	1	MultiMACs	GA
TCGA-66-2754-01A-01T-0981-13	LUSC	1	MultiMACs	GA
TCGA-66-2755-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-66-2758-01A-02T-1557-13	LUSC	1	MultiMACs	GA
TCGA-66-2759-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-66-2763-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-66-2765-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-66-2766-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-66-2767-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-66-2768-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-66-2770-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-66-2771-01A-01T-0981-13	LUSC	1	MultiMACs	GA
TCGA-66-2777-01A-01T-1517-13	LUSC	1	MultiMACs	GA
TCGA-66-2780-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-66-2781-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-66-2782-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-66-2783-01A-01T-1517-13	LUSC	1	MultiMACs	GA
TCGA-66-2785-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-66-2786-01A-01T-1557-13	LUSC	1	MultiMACs	GA
TCGA-66-2787-01A-01T-0981-13	LUSC	1	MultiMACs	GA
TCGA-66-2788-01A-01T-0981-13	LUSC	1	MultiMACs	GA
TCGA-66-2789-01A-01T-0981-13	LUSC	1	MultiMACs	GA
TCGA-66-2790-01A-01T-0981-13	LUSC	1	MultiMACs	GA
TCGA-66-2791-01A-01T-0981-13	LUSC	1	MultiMACs	GA
TCGA-66-2792-01A-01T-0981-13	LUSC	1	MultiMACs	GA
TCGA-66-2793-01A-01T-1517-13	LUSC	1	MultiMACs	GA
TCGA-66-2794-01A-01T-1517-13	LUSC	1	MultiMACs	GA
TCGA-66-2795-01A-02T-0981-13	LUSC	1	MultiMACs	GA
TCGA-66-2800-01A-01T-1517-13	LUSC	1	MultiMACs	GA
TCGA-68-7755-01A-11H-2124-13	LUSC	1	MultiMACs	HiSeq
TCGA-68-7756-01A-11H-2124-13	LUSC	1	MultiMACs	HiSeq
TCGA-68-7757-01B-11H-2295-13	LUSC	1	MultiMACs	HiSeq
TCGA-68-8250-01A-11H-2295-13	LUSC	1	MultiMACs	HiSeq
TCGA-68-8251-01A-11H-2295-13	LUSC	1	MultiMACs	HiSeq
TCGA-68-A59I-01A-11H-A263-13	LUSC	1	MultiMACs	HiSeq
TCGA-68-A59J-01A-21H-A26V-13	LUSC	1	MultiMACs	HiSeq
TCGA-6A-AB49-01A-12H-A404-13	LUSC	1	MultiMACs	HiSeq
TCGA-70-6722-01A-11H-1819-13	LUSC	1	MultiMACs	HiSeq
TCGA-70-6723-01A-11H-1819-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-6842-01A-11H-1948-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-6843-01A-11H-1948-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-6844-01A-11H-1948-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-6845-01A-11H-1948-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-7138-01A-41H-2044-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-7138-11A-01H-2044-13	LUSC	11	MultiMACs	HiSeq
TCGA-77-7139-01A-11H-2044-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-7140-01A-41H-2044-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-7141-01A-11H-2044-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-7142-01A-11H-2044-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-7142-11A-01H-2044-13	LUSC	11	MultiMACs	HiSeq
TCGA-77-7335-01A-11H-2044-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-7337-01A-21H-2044-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-7337-11A-01H-2044-13	LUSC	11	MultiMACs	HiSeq
TCGA-77-7338-01A-11H-2044-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-7338-11A-01H-2044-13	LUSC	11	MultiMACs	HiSeq
TCGA-77-7463-01A-11H-2044-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-7465-01A-11H-2044-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-8007-01A-11H-2186-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-8007-11A-01H-2186-13	LUSC	11	MultiMACs	HiSeq
TCGA-77-8008-01A-21H-2186-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-8008-11A-01H-2186-13	LUSC	11	MultiMACs	HiSeq
TCGA-77-8009-01A-11H-2186-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-8128-01A-11H-2246-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-8130-01A-11H-2246-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-8131-01A-11H-2246-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-8133-01A-12H-2246-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-8136-01A-11H-2246-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-8138-01A-11H-2246-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-8139-01A-11H-2246-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-8140-01A-11H-2246-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-8143-01A-11H-2246-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-8144-01A-11H-2246-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-8145-01A-11H-2246-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-8146-01A-11H-2246-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-8148-01A-11H-2246-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-8150-01A-11H-2246-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-8153-01A-11H-2402-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-8153-11A-01H-2402-13	LUSC	11	MultiMACs	HiSeq
TCGA-77-8154-01A-11H-2246-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-8156-01A-11H-2246-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-A5FZ-01A-31H-A27R-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-A5G1-01A-11H-A27R-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-A5G3-01A-31H-A27R-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-A5G6-01A-11H-A27R-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-A5G7-01B-11H-A27R-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-A5G8-01B-11H-A27R-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-A5GB-01B-11H-A27R-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-A5GF-01A-21H-A27R-13	LUSC	1	MultiMACs	HiSeq
TCGA-77-A5GH-01A-11H-A27R-13	LUSC	1	MultiMACs	HiSeq
TCGA-79-5596-01A-31H-1948-13	LUSC	1	MultiMACs	HiSeq
TCGA-85-6175-01A-11H-1819-13	LUSC	1	MultiMACs	HiSeq
TCGA-85-6560-01A-11H-1819-13	LUSC	1	MultiMACs	HiSeq
TCGA-85-6561-01A-11H-1819-13	LUSC	1	MultiMACs	HiSeq
TCGA-85-6798-01A-11H-1948-13	LUSC	1	MultiMACs	HiSeq
TCGA-85-7696-01A-11H-2124-13	LUSC	1	MultiMACs	HiSeq
TCGA-85-7697-01A-11H-2124-13	LUSC	1	MultiMACs	HiSeq
TCGA-85-7698-01A-11H-2124-13	LUSC	1	MultiMACs	HiSeq
TCGA-85-7699-01A-11H-2124-13	LUSC	1	MultiMACs	HiSeq
TCGA-85-7710-01A-11H-2124-13	LUSC	1	MultiMACs	HiSeq
TCGA-85-7710-11A-01H-2124-13	LUSC	11	MultiMACs	HiSeq
TCGA-85-7843-01A-11H-2124-13	LUSC	1	MultiMACs	HiSeq
TCGA-85-7844-01A-11H-2124-13	LUSC	1	MultiMACs	HiSeq
TCGA-85-7950-01A-11H-2186-13	LUSC	1	MultiMACs	HiSeq
TCGA-85-8048-01A-11H-2246-13	LUSC	1	MultiMACs	HiSeq
